4047360,4036464,11330,4047794,3986255,7774,3994029,3978481
4087552,4078588,9124,4087712,4028157,2738,4030895,4025418
4086784,4078100,9115,4087215,4027817,6743,4034560,4021073
4111872,4102320,10012,4112332,4051398,15819,4067217,4035578
4180480,4172160,8769,4180929,4120680,23545,4144225,4097112
4221696,4208120,14016,4222136,4155476,21881,4177357,4133594
4226048,4215308,10934,4226242,4163126,12088,4175214,4151038
4318976,4308159,11252,4319411,4254458,29434,4283892,4225021
4347136,4332374,15224,4347598,4277904,457882,4735786,3819727
4350976,4342601,8809,4351410,4289102,952155,5241257,3336288
4110592,4097964,13063,4111027,4046346,17329,4063675,4028947
4439296,4419781,20053,4439834,4363395,56321,4419716,4307025
4477440,4461070,16593,4477663,4404625,59518,4464143,4345100
4496128,4483257,13365,4496622,4427136,71041,4498177,4356085
4542720,4529345,13850,4543195,4472648,77490,4550138,4395149
4605696,4584096,22114,4606210,4525587,133301,4658888,4392253
4574976,4558514,16720,4575234,4501317,106655,4607972,4394645
4626688,4611632,15559,4627191,4553717,132789,4686506,4420869
4756480,4732835,24213,4757048,4671573,217555,4889128,4453914
4861696,4847525,14678,4862203,4786943,1879306,6666249,2906314
4896256,4865954,30922,4896876,4802251,710142,5512393,4091720
4968192,4925334,43281,4968615,4858617,478760,5337377,4379871
4960768,4927384,34011,4961395,4862041,467584,5329625,4394251
5008640,4978174,31133,5009307,4913074,580492,5493566,4332275
5061888,5023515,39083,5062598,4956666,587397,5544063,4368919
5132288,5079633,53418,5133051,5009454,671462,5680916,4337595
5188096,5107682,81014,5188696,5032553,737142,5769695,4295044
